taxon,min_yr,max_yr,subfamily,tribe,genus,Amber Locale,Reference
Pheidole_primigenia,13.82,20.44,Myrmicinae,Attini,Pheidole,Dominican,"C. Baroni Urbani. 1995. Invasion and extinction in the West Indian ant fauna revised: the example of Pheidole (amber collection Stuttgart: Hymenoptera, Formicidae. VIII: Myrmicinae, partim). Stuttgarter Beiträge zur Naturkunde Serie B"
Temnothorax_praecreolus,13.82,20.44,Myrmicinae,Crematogastrini,Temnothorax,Dominican,"De Andrade, M. L. 1992. First fossil ""true Macromischa"" in amber from the Dominican Republic (Hymenoptera, Formicidae). Mitt. Schweiz. Entomol. Ges. 65: 341-351 PDF (page 344, figs. 1, 2 worker described)"
Odontomachus_pseudobauri,13.82,20.44,Ponerinae,Ponerini,Odontomachus,Dominican,"De Andrade, M. L. 1994c. Fossil Odontomachiti ants from the Dominican Republic (Amber Collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 199: 1-28 (page 9, fig. 14 worker described)"
Platythyrea_pumilio,13.82,20.44,Ponerinae,Platythyreini,Platythyrea,Dominican,"De Andrade, M. L. 2004. A new species of Platythyrea from Dominican amber and description of a new extant species from Honduras (Hymenoptera: Formicidae). Revue Suisse de Zoologie 111(3): 643-655"
Acanthognathus_poinari,13.82,20.44,Myrmicinae,Attini,Acanthognathus,Dominican,"First description of fossil Dacetini ants with a critical analysis of the current classification of the tribe (amber collection Stuttgart: Hymenoptera, Formicidae. VI: Dacetini)"
Strumigenys_electrina,13.82,20.44,Myrmicinae,Attini,Strumigenys,Dominican,"First description of fossil Dacetini ants with a critical analysis of the current classification of the tribe (amber collection Stuttgart: Hymenoptera, Formicidae. VI: Dacetini)"
Strumigenys_schleeorum,13.82,20.44,Myrmicinae,Attini,Strumigenys,Dominican,"First description of fossil Dacetini ants with a critical analysis of the current classification of the tribe (amber collection Stuttgart: Hymenoptera, Formicidae. VI: Dacetini)"
Cephalotes_alveolatus,13.82,20.44,Myrmicinae,Attini,Cephalotes,Dominican,G. Vierbergen and J. Scheven. 1995. Nine new species and a new genus of Dominican amber ants of the tribe Cephalotini (Hymenoptera: Formicidae). Creation Research Society Quarterly 32(3):158-170
Cephalotes_jansei,13.82,20.44,Myrmicinae,Attini,Cephalotes,Dominican,G. Vierbergen and J. Scheven. 1995. Nine new species and a new genus of Dominican amber ants of the tribe Cephalotini (Hymenoptera: Formicidae). Creation Research Society Quarterly 32(3):158-170
Cephalotes_obscurus,13.82,20.44,Myrmicinae,Attini,Cephalotes,Dominican,G. Vierbergen and J. Scheven. 1995. Nine new species and a new genus of Dominican amber ants of the tribe Cephalotini (Hymenoptera: Formicidae). Creation Research Society Quarterly 32(3):158-170
Cephalotes_integerrimus,13.82,20.44,Myrmicinae,Attini,Cephalotes,Dominican,"M. L. de Andrade and C. Baroni Urbani. 1999. Diversity and adaptation in the ant genus Cephalotes, past and present. Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 271:1-889"
Cephalotes_serratus,13.82,20.44,Myrmicinae,Attini,Cephalotes,Dominican,"M. L. de Andrade and C. Baroni Urbani. 1999. Diversity and adaptation in the ant genus Cephalotes, past and present. Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 271:1-889"
Cephalotes_squamosus,13.82,20.44,Myrmicinae,Attini,Cephalotes,Dominican,"M. L. de Andrade and C. Baroni Urbani. 1999. Diversity and adaptation in the ant genus Cephalotes, past and present. Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 271:1-889"
Nesomyrmex_caritatis,13.82,20.44,Myrmicinae,Crematogastrini,Nesomyrmex,Dominican,"M. L. de Andrade, C. Baroni Urbani, C. R. F. Brandão and J. Wagensberg. 1999. Two new species of Leptothorax ""Nesomyrmex"" fossils in Dominican amber."
Nesomyrmex_dominicanus,13.82,20.44,Myrmicinae,Crematogastrini,Nesomyrmex,Dominican,"M. L. de Andrade, C. Baroni Urbani, C. R. F. Brandão and J. Wagensberg. 1999. Two new species of Leptothorax ""Nesomyrmex"" fossils in Dominican amber."
Odontomachus_spinifer,13.82,20.44,Ponerinae,Ponerini,Odontomachus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28"
Anochetus_ambiguus,13.82,20.44,Ponerinae,Ponerini,Anochetus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 ["
Anochetus_brevidentatus,13.82,20.44,Ponerinae,Ponerini,Anochetus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 ["
Anochetus_conisquamis,13.82,20.44,Ponerinae,Ponerini,Anochetus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 ["
Anochetus_dubius,13.82,20.44,Ponerinae,Ponerini,Anochetus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 ["
Anochetus_exstinctus,13.82,20.44,Ponerinae,Ponerini,Anochetus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 ["
Anochetus_intermedius,13.82,20.44,Ponerinae,Ponerini,Anochetus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 ["
Anochetus_lucidus,13.82,20.44,Ponerinae,Ponerini,Anochetus,Dominican,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 ["
Aphaenogaster_amphioceanica,13.82,20.44,Myrmicinae,Stenammini,Aphaenogaster,Dominican,"M. L. de Andrade. 1995. The Ant Genus Aphaenogoster in Dominican and Mexican Amber (Amber Collection Stuttgart: Hymenoptera, Formicidae. IX: Pheidolini). Stuttgarter Beiträge zur Naturkunde, Serie B 223:1-11"
Acanthostichus_hispaniolicus,13.82,20.44,Dorylinae,,Acanthostichus,Dominican,M. L. de Andrade. 1998. First description of fossil Acanthostichus from Dominican amber (Hymenoptera: Formicidae). Mitteilungen der Schweizerischen Entomologischen Gesellschaft 71:269-274
Tetramorium_kulickae,33.9,38,Myrmicinae,Crematogastrini,Tetramorium,Dominican,"Radchenko, A. G. & Dlussky, G. M. 2015. First record of fossil species of the genus Tetramorium (Hymenoptera, Formicidae). Vestnik Zoologii 49(4):311-316. PDF"
Emplastus_britannicus,33.9,38,Dolichoderinae,,Emplastus,England,"Cockerell, T. D. A. 1915. British fossil insects. Proc. U. S. Natl. Mus. 49: 469-499"
Emplastus_gurnetensis,33.9,38,Dolichoderinae,,Emplastus,England,"Cockerell, T. D. A. 1915. British fossil insects. Proc. U. S. Natl. Mus. 49: 469-499"
Emplastus_hypolithus,33.9,38,Dolichoderinae,,Emplastus,England,"Cockerell, T. D. A. 1915. British fossil insects. Proc. U. S. Natl. Mus. 49: 469-499"
Emplastus_kozlovi,33.9,38,Dolichoderinae,,Emplastus,England,"Cockerell, T. D. A. 1915. British fossil insects. Proc. U. S. Natl. Mus. 49: 469-499"
Formica_heteroptera,41.3,47.8,Formicinae,Formicini,Formica,England,"Cockerell, T. D. A. 1920. Fossil arthropods in the British Museum. - I. Ann. Mag. Nat. Hist. 9(5): 273-279"
Oecophylla_bartoniana,41.3,47.8,Formicinae,Oecophyllini,Oecophylla,England,"Cockerell, T. D. A. 1920. Fossil arthropods in the British Museum. - I. Ann. Mag. Nat. Hist. 9(5): 273-279"
Melissotarsus_ethiopiensis,15.97,23.03,Myrmicinae,Crematogastrini,Melissotarsus,Ethiopia,"D. Coty, M. Lebon, and A. Nel. 2016. When phylogeny meets geology and chemistry: doubts on the dating of Ethiopian amber. Annales de la Société Entomologique de France 52:161-166"
Platythyrea_dlusskyi,48.6,55.8,Ponerinae,Platythyreini,Platythyrea,France,"Aria, C., Perrichot, V. & Nel, A. 2011. Fossil Ponerinae in Early Eocene amber in France. Zootaxa 2870: 53-62"
Attopsis_longipennis,11.608,12.7,Formicinae,,Attopsis,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Attopsis_longipes,11.608,12.7,Formicinae,Oecophyllini,Oecophylla,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Camponotus_compactus,28.4,33.9,Formicinae,Camponotini,Camponotus,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Camponotus_vehemens,28.4,33.9,Formicinae,Camponotini,Camponotus,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Dolichoderus_explicans,28.4,33.9,Dolichoderinae,,Dolichoderus,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Oecophylla_praeclara,28.4,33.9,Formicinae,Oecophyllini,Oecophylla,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Solenopsis_blanda,28.4,33.9,Myrmicinae,Solenopsidini,Solenopsis,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Solenopsis_maxima,28.4,33.9,Myrmicinae,Solenopsidini,Solenopsis,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Solenopsis_moesta,28.4,33.9,Myrmicinae,Solenopsidini,Solenopsis,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Solenopsis_privata,28.4,33.9,Myrmicinae,Solenopsidini,Solenopsis,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Solenopsis_superba,28.4,33.9,Myrmicinae,Solenopsidini,Solenopsis,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Solenopsis_valida,28.4,33.9,Myrmicinae,Solenopsidini,Solenopsis,France,"B. Förster. 1891. Die Insekten der ""Plattigen Steinmergels"" von Brunstatt. Abhandlungen zur Geologischen Specialkarte von Elsass-Lothringen, Band 3 1:335-593"
Camponotus_crozei,5.333,8.7,Formicinae,Camponotini,Camponotus,France,"B. Riou. 1999. Descriptions de quelques insectes fossiles du Miocène supérieur de la Montagne d'Andance (Ardèche, France). Travaux de l'École Pratique des Hautes Études, Biologie et Évolution des Insectes 11/12:123-133"
Oecophylla_grandimandibula,5.333,8.7,Formicinae,Oecophyllini,Oecophylla,France,"B. Riou. 1999. Descriptions de quelques insectes fossiles du Miocène supérieur de la Montagne d'Andance (Ardèche, France). Travaux de l'École Pratique des Hautes Études, Biologie et Évolution des Insectes 11/12:123-133"
Carebara_thorali,23.03,28.1,Myrmicinae,Crematogastrini,Carebara,France,"Fernández, F. 2004a. The American species of the myrmicine ant genus Carebara Westwood (Hymentoptera: Formicidae). Caldasia 26(1): 191-238 (page 235, Combination in Carebara)"
Pseudomyrmex_saxulum,41.3,47.8,Pseudomyrmecinae,,Pseudomyrmex,France,J. S. LaPolla and D. E. Greenwalt. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology 62:163-174
Formica_cantalica,7.246,11.62,Formicinae,Formicini,Formica,France,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104"
Camponotus_obesus,7.246,11.62,Formicinae,Camponotini,Camponotus,France,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104"
Formica_auxillacensis,5.333,7.246,Formicinae,Formicini,Formica,France,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104 (Formicidae pp. 68-69)."
Formica_pitoni,2.588,3.6,Formicinae,Formicini,Formica,France,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104 (Formicidae pp. 68-69)."
Lasius_chambonensis,2.588,3.6,Formicinae,Lasiini,Lasius,France,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104 (Formicidae pp. 68-69)."
Lasius_crispus,5.333,8.7,Formicinae,Lasiini,Lasius,France,"Théobald, N. 1935a. [Untitled. Lasius crispus N. Théobald nov. spec.]. P. 68 in: Piton, L., Théobald, N. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Rev. Sci. Nat. Auvergne (n.s.)1:65-104."
Formica_maculipennis,5.333,8.7,Formicinae,Formicini,Formica,France,"Théobald, N. 1935c. [Untitled. Formica maculipennis N. Théobald nov. spec.]. P. 91 in: Piton, L., Théobald, N. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Rev. Sci. Nat. Auvergne (n.s.)1:65-104."
Archimyrmex_wedmannae,40.4,48.6,Myrmeciinae,,Archimyrmex,German,"G. M. Dlussky. 2012. New fossil ants of the subfamily Myrmeciinae (Hymenoptera, Formicidae) from Germany. Paleontological Journal 46:288-292"
Lasius_oblongus,5.333,11.608,Formicinae,Lasiini,Lasius,Germany,"Assmann, A. 1870. Beiträge zur Insekten-Fauna der Vorwelt. I. Beitrag. Die fossilen Insekten des tertiären (miocenen) Thonlagers von Schossnitz bei Kanth. Z. Entomol. (Breslau) (N.F.) 1: 33-58 (page 38, pl. 1, fig. 1 wing described)"
Pachycondyla_petiolosa,40.4,48.6,Ponerinae,,Pachycondyla,Germany,"Dlussky, G.M. & Wedmann, S. 2012. The poneromorph ants of Grube Messel, Germany: high biodiversity in the Eocene. Journal of Systematic Palaeontology 10: 725-753."
Pachycondyla_petrosa,40.4,48.6,Ponerinae,,Pachycondyla,Germany,"Dlussky, G.M. & Wedmann, S. 2012. The poneromorph ants of Grube Messel, Germany: high biodiversity in the Eocene. Journal of Systematic Palaeontology 10: 725-753."
Carebara_schossnicensis,5.333,11.608,Myrmicinae,Crematogastrini,Carebara,Germany,"Fischer, G., Azorsa, F. & Fisher, B.L. 2014. The ant genus Carebara Westwood (Hymenoptera, Formicidae): synonymisation of Pheidologeton Mayr under Carebara, establishment and revision of the C. polita species group. ZooKeys 438: 57–112."
Carebara_sophiae,5.333,11.608,Myrmicinae,Crematogastrini,Carebara,Germany,"Fischer, G., Azorsa, F. & Fisher, B.L. 2014. The ant genus Carebara Westwood (Hymenoptera, Formicidae): synonymisation of Pheidologeton Mayr under Carebara, establishment and revision of the C. polita species group. ZooKeys 438: 57–112."
Plesiomyrmex_tubulatus,33.9,38,Myrmicinae,Myrmicini,Plesiomyrmex,Germany,G. M. Dlussky and A. G. Radchenko. 2009. Two new primitive ant genera from the late Eocene European ambers. Acta Palaeontologica Polonica 54:435-441
Camponotites_steinbachi,2.588,3.6,Formicinae,,Camponotites,Germany,"G. M. Dlussky, H. V. Karl, and C. Brauckmann. 2011. Camponotites steinbachi name, in Two ants (Insecta: Hymenoptera: Formicidae: Formicinae) from the late Pliocene of Willershausen, Germany, with a nomenclatural note on the genus Camponotites. Palaeontologische Zeitschrift"
Gesomyrmex_breviceps,40.4,48.6,Formicinae,Gesomyrmecini,Gesomyrmex,Germany,"G. M. Dlussky, T. Wappler, and S. Wedmann. 2009. Fossil ants of the genus Gesomyrmex Mayr (Hymenoptera, Formicidae) from the Eocene of Europe and remarks on the evolution of arboreal ant communities."
Gesomyrmex_flavescens,40.4,48.6,Formicinae,Gesomyrmecini,Gesomyrmex,Germany,"G. M. Dlussky, T. Wappler, and S. Wedmann. 2009. Fossil ants of the genus Gesomyrmex Mayr (Hymenoptera, Formicidae) from the Eocene of Europe and remarks on the evolution of arboreal ant communities."
Gesomyrmex_germanicus,40.4,48.6,Formicinae,Gesomyrmecini,Gesomyrmex,Germany,"G. M. Dlussky, T. Wappler, and S. Wedmann. 2009. Fossil ants of the genus Gesomyrmex Mayr (Hymenoptera, Formicidae) from the Eocene of Europe and remarks on the evolution of arboreal ant communities."
Gesomyrmex_pulcher,40.4,48.6,Formicinae,Gesomyrmecini,Gesomyrmex,Germany,"G. M. Dlussky, T. Wappler, and S. Wedmann. 2009. Fossil ants of the genus Gesomyrmex Mayr (Hymenoptera, Formicidae) from the Eocene of Europe and remarks on the evolution of arboreal ant communities."
Prionomyrmex_wappleri,23.03,28.4,Myrmeciinae,Prionomyrmecini,Prionomyrmex,Germany,"G. M. Dlussky. 2012. New fossil ants of the subfamily Myrmeciinae (Hymenoptera, Formicidae) from Germany. Paleontological Journal 46:288-292"
Camponotites_silvestris,2.588,3.6,Formicinae,,Camponotites,Germany,G. Steinbach. 1967. Zur Hymenopterenfauna des Pliozäns von Willershausen/Westharz. Bericht der Naturhistorischen Gesellschaft zu Hannover 111:95-102
Camponotus_novotnyi,28.1,33.9,Formicinae,Camponotini,Camponotus,Germany,"K. Samsinak. 1967. Camponotus novotnyi sp. n., eine neue tertiäre Ameise aus Böhmen. Vestnik Ustredniho Ustavu Geologickeho 42:365-366"
Titanomyrma_simillima,40.4,48.6,Formiciinae,,Titanomyrma,Germany,"Lutz, H. 1986. Eine neue Unterfamilie der Formicidae (Insecta: Hymenoptera) aus dem mittel-eozänen Olschiefer der ""Grube Messel"" bei Darmstadt (Deutschland, S-Hessen). Senckenb. Leth. 67: 177-218 PDF"
Ponera_elegantissima,23.03,28.4,Ponerinae,Ponerini,Ponera,Germany,"Meunier, F. 1923. Sur quelques nouveaux insectes des lignites oligocènes (Aquitanien) de Rott, Siebengebirge (Rhénanie). Proc. Sect. Sci. K. Akad. Wet. Amst. 26: 605-612"
Carebara_bohemica,15.97,16.9,Myrmicinae,Crematogastrini,Carebara,Germany,"Novák, O. 1877. Fauna der Cyprisschiefer des Egerer Tertiärbeckens. Sitzungsber. Kais. Akad. Wiss. Wien Math.-Naturwiss. Cl. Abt. I 76: 71-96 (page 91, pl. 3, fig. 2 male? described)"
Formica_buphthalma,15.97,16.9,Formicinae,Formicini,Formica,Germany,"Novák, O. 1877. Fauna der Cyprisschiefer des Egerer Tertiärbeckens. Sitzungsber. Kais. Akad. Wiss. Wien Math.-Naturwiss. Cl. Abt. I 76: 71-96 (page 91, pl. 3, fig. 2 male? described)"
Oecophylla_eckfeldiana,40.4,48.6,Formicinae,Oecophyllini,Oecophylla,Germany,"Oecophylla eckfeldiana Dlussky, in Dlussky, Wappler & Wedmann, 2008: 619, fig. 4 (w.q.) GERMANY (Eocene)."
Oecophylla_longiceps,40.4,48.6,Formicinae,Oecophyllini,Oecophylla,Germany,"Oecophylla eckfeldiana Dlussky, in Dlussky, Wappler & Wedmann, 2008: 619, fig. 4 (w.q.) GERMANY (Eocene)."
Polyrhachis_annosus,5.333,7.246,,,,Greece,"Wappler, T., Dlussky, G.M. & Reuter, M. 2009. The first fossil record of Polyrhachis from the Upper Miocene of Crete (Greece). Palaeontologische Zeitschrift 83: 431-438"
Casaleia_eocenica,40.4,48.6,Amblyoponinae,,Casaleia,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Cephalopone_grandis,40.4,48.6,Ponerinae,,Cephalopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Cephalopone_potens,40.4,48.6,Ponerinae,,Cephalopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Cyrtopone_curiosa,40.4,48.6,Ponerinae,,Cyrtopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Cyrtopone_elongata,40.4,48.6,Ponerinae,,Cyrtopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Cyrtopone_microcephala,40.4,48.6,Ponerinae,,Cyrtopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Cyrtopone_striata,40.4,48.6,Ponerinae,,Cyrtopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Messelepone_leptogenoides,40.4,48.6,Ponerinae,,Messelepone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Pachycondyla_eocenica,40.4,48.6,Ponerinae,,Pachycondyla,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Pachycondyla_lutzi,40.4,48.6,Ponerinae,,Pachycondyla,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Pachycondyla_messeliana,40.4,48.6,Ponerinae,,Pachycondyla,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Protopone_germanica,40.4,48.6,Ponerinae,,Protopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Protopone_magna,40.4,48.6,Ponerinae,,Protopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Protopone_oculata,40.4,48.6,Ponerinae,,Protopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Protopone_sepulta,40.4,48.6,Ponerinae,,Protopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Protopone_vetula,40.4,48.6,Ponerinae,,Protopone,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Pseudectatomma_eocenica,40.4,48.6,Ectatomminae,,Pseudectatomma,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Pseudectatomma_striatula,40.4,48.6,Ectatomminae,,Pseudectatomma,Grube Messel,"G. M. Dlussky and S. Wedmann. 2012. The poneromorph ants (Hymenoptera, Formicidae: Amblyoponinae, Ectatomminae, Ponerinae) of Grube Messel, Germany: high biodiversity in the Eocene."
Lasius_peritulus,33.9,37.2,Formicinae,Lasiini,Lasius,Impression - US,"Carpenter, F. M. 1930. The fossil ants of North America. Bull. Mus. Comp. Zool. 70: 1-66"
Eoformica_globularis,46.2,50.3,,,Eoformica,Impression - US,"Dlussky, G. M.; Rasnitsyn, A. P. 2003 [2002]. Ants (Hymenoptera: Formicidae) of Formation Green River and some other Middle Eocene deposits of North America."
Eoformica_magna,46.2,50.3,,,Eoformica,Impression - US,"Dlussky, G. M.; Rasnitsyn, A. P. 2003 [2002]. Ants (Hymenoptera: Formicidae) of Formation Green River and some other Middle Eocene deposits of North America."
Eoformica_pinguis,46.2,50.3,,,Eoformica,Impression - US,"Dlussky, G. M.; Rasnitsyn, A. P. 2003 [2002]. Ants (Hymenoptera: Formicidae) of Formation Green River and some other Middle Eocene deposits of North America."
Parasyscia_conservata,0,0.0117,Dorylinae,,Parasyscia,Indonesia,H. Viehmeyer. 1913. Ameisen aus dem Kopal von Celebes. Stettiner Entomologische Zeitung 74:141-155
Ponerites_hooleyi,33.9,38,Ponerinae,Ponerini,Ponerites,Isle of Wight,"A. V. Antropov, S. A. Belokobylskij, S. G. Compton, G. M. Dlussky, A. I. Khalaim, V. A. Kolyada, M. A. Kozlov, K. S. Perfilieva, and A. P. Rasnitsyn. 2014. The wasps, bees and ants (Insecta: Vespida=Hymenoptera) from the Insect Limestone (Late Eocene) of the Isle of Wight, UK. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 104:335-446"
Cataulacus_planiceps,5.333,11.608,Myrmicinae,Crematogastrini,Cataulacus,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
